text
"이제 데이터 처리와 분석을 못 하면 업무 수행이 어렵네요. 올해는 데이터를 내 맘대로~~
#관심강의: R로 무작정 해보는 Data Science"
"개발자로서 한 층 더 성장하고 싶습니다.
#관심강의 : React로 NodeBird SNS 만들기"
"메카트로닉스공학과를 나와 이제 취직을 준비하는 취준생입니다. 
 취직을 준비하면서 기초가 너무 부족하다는 생각이 계속 들어 인프런 강의를 통해 타파해보고자 합니다!!
 #관심강의 : 1. 홍정모의 따라하며 배우는 C++
                       2. 리눅스 시스템 프로그래밍 - 이론과 실습"
"자바기반 웹 개발자입니다. 데이터 분석에 많이 쓰이는 Python이 궁금합니다.
#관심강의: 프로그래밍 시작하기 : 파이썬 입문, 공공데이터로 파이썬 데이터 분석 시작하기"
"프론트엔드를 공부중인 취준생입니다! 인프런 강의를 들으며 꼭 취뽀하겠습니다!
/ Vue.js 끝장내기 - 실무에 필요한 모든 것"
"이번에 새로 vue 관련 기술을 이용하는 프로젝트에 착수하게 되었습니다.
vue를 이용하는 입문 교육을 듣겠습니다.
Vue.js 시작하기 - Age of Vue.js"
"올해는 꼭 제 힘으로 게임을 하나 만들어 보겠습니다!
// 핵심 강좌! Cocos Creator 2D 게임 개발"
"첫번째로는 vue.js 공부하고자 합니다.
Vue.js 시작하기 - Age of Vue.js
Vue.js 중급강좌 - 웹앱 제작으로 배워보는 Vue.js, ES6, Vuex
3. Vue.js 고급강좌 - Vue.js 완벽 가이드"
"vue 공부하고 싶습니다.

Vue.js 끝장내기 - 실무에 필요한 모든 것"
"vue 공부,...
Vue.js 끝장내기 - 실무에 필요한 모든 것"
"스프링 부트도 배워야 할거 같습니다 ㅜ
#스프링 부트 개념과 활용"
"올해는 진짜 한번 제대로 해볼랍니다!
#관심강의 : es6 함수형 프로그래밍"
"jpa와 스프링 부트를 공부하겠습니다.
#관심강의: 실전! Querydsl"
"새로운 무언가를 배우고 싶어요. 플러터 같은거..
#관심강의: https://www.inflearn.com/course/flutter-입문"
"c++  공부!
#관심강의 : 홍정모의 따라하며 배우는 C++"
"웹기반 솔루션 개발자입니다.

항상 업무관련된 일만 하다보니 기술적으로 정체되어있는것 같아요.

올해는 뭔가 트렌디한 기술을 배워보고싶습니다.

일단 ES6 관련 강의부터 시작해서 Vue 또는 React MongoDB까지 배워보고 싶네요 

일이많아서 연말까지 가능할지는 모르겠지만 화이팅합시다 ㅋㅋ"
프론트엔드 개발자로써 트렌드 기술 스택을 쌓고 싶어요! #웹게임을 만들며 배우는 TypeScript 강의나 리액트 es6관련 강의에 관심있습니다.
새해에는 꼭 프론트엔드와 웹 기반 기술을 익히고 싶습니다!!
"백엔드 개발에 관심 있습니다!
스프링 핵심기술을 이해하고 익혀서
최종적으로는 스프링 부트 + JPA 를 활용해 성능을 최적화해보고 싶습니다!
#관심강의 : 스프링 프레임워크 핵심 기술, 실전! 스프링부트와 JPA 활용2 - API 개발과 성능 최적화"
"SW 개발자입니다. 자기개발 및 업무 환경 개선을 위해 공부하고 싶습니다.
#관심강의: 모두를 위한 딥러닝 - Deep Reinforcement Learning, 그 외 파이썬, 머신러닝 관련 강의들"
"1인 게임 개발자를 꿈꾸는 대학생입니다! 1인 게임 개발을 위한 모델링을 배울겸 다음 학기 3D MAX 심화과정을 위해 복습할 겸 남은 방학 한달동안 인프런 강의를 보면서 열공할 예정입니다!
#관심강의: 3dsmax 초급부터 전문가까지 - 한방에 끝내는 3dsmax 강좌"
"자바스크립트를 더 공부하고 싶습니다.
#관심강의 : 함수형 프로그래밍과 JavaScript ES6+ ,함수형 프로그래밍과 JavaScript ES6+ 응용편"
"백엔드 개발을 주로 관심을 두고 있는데, 올해는 JPA 공부를 목표로 !! 
#관심강의 : 스프링 데이터 JPA, 실전! 스프링 부트와 JPA 활용2 - API 개발과 성능 최적화"
"프론트엔드 개발자입니다. 리액트 관심 있어요!
#관심강의 : React로 NodeBird SNS 만들기"
자바를 공부하려고 가입했습니다. 영역을 더 넓혀 나갑시다~
"게임회사에서 웹개발 하고있어요. 열심히 공부할게요!
#관심강의:실전! 스프링 부트와 JPA 활용2 - API 개발과 성능 최적화"
"올해 안에 원하는 공부 다 끝내보려고요. 내년이면 수능이라..

#관심강의: 공공데이터로 파이썬 데이터 분석 시작하기"
새해에도 열심히 공부하고 싶어요~
"스프링부트도 배우고 실력도 쑥쑥~ 
#관심강의: 스프링부트 개념과 활용"
"스프링 부트 배우고 싶습니다.
#스프링 부트 개념과 활용"
"스프링 부트 배울래요
#관심강의 : 스프링 부트 개념과 활용"
"동료들과 함께 재밌게 공부하고 싶습니다.!!
#관심강의 : 스프링 부트 개념과 활용"
"대한민국 마지막 문과생으로서... 지금이라도 안늦었다고 생각하고 AI쪽 진로를 택했습니다. 올 해 안에 관련 업계 지식을 공부하는 준비를 마칠 생각입니다!
#관심강의 : 케라스, 인공지능의 공용어 완전정복 by 노마드크리에이터"
"올해 졸업하기 전에 머신러닝을 마스터하고 싶습니다.
#관심강의: 모두를 위한 딥러닝 - Deep Reinforcement Learning, 그 외 파이썬, 머신러닝, 데이터베이스 강의들"
"한동안 너무 안일하게 살아온 스스로를 반성하며 
올해는 열심히 공부하여 실력으로 존경받는 선배 프로그래머가 되고 싶습니다!
#관심강의 : React / Angular / JAVA / Docker"
"새해에는 블록체인 관련해서 배우고 싶습니다.
#관심강의 : 블록체인 강의들"
"js!
#관심강의: 제로초, 정재남, 유인동, 김정환"
"2년차 웹 개발자인데요 새해에는 프론트엔드 쪽 공부를 하고싶습니다

# 관심강의 : React & Vue"
저는 모의 해킹 방향으로 공부를 하고 싶습니다.  관심 강의는 웹 모의해킹등입니다
"자바스크립트 더 탄탄하게 잡고 싶습니다

#관심강의 : React & Angular"
"Next.js로 서버사이드 렌더링에 익숙해지고싶네요.

#관심강의 : React로 NodeBird SNS 만들기"
"C++ 기초부터 다시잡고 고부하고 싶습니다.

#관심강의 : 홍정모의 따라하며 배우는 C++"
"프론트엔드 개발자입니다. 자료구조 & 알고리즘이 많이 부족하다고 느껴서 기초지식 공부하는 것이 목표입니다!

#관심 강의 : [연재할인]제주코딩베이스캠프 Code Festival: JavaScript 100제"
"백엔드 개발자입니다. 현업에서 배우는 것 외에 따로 교육을 받고싶을 때 인프런을 주로 활용합니다. 올해 시작하는 프로젝트에는 새로 JPA + QueryDSL 적용해보려고 합니다.

# 관심강의 : Querydsl"
제품개발자로써 데이터 활용 능력을 키우고 싶습니다! 파이썬강의와 데이터처리 강의를 듣고자 합니다
프론트엔드 개발자로써 트렌드 기술 스택을 쌓고 싶어요! #웹게임을 만들며 배우는 TypeScript 강의나 리액트 es6관련 강의에 관심있습니다.
스크립트 공부 중입니다. 무료부터 들어보겠지만 자주 애용하게 될 사이트 같아요
보안에 열심히 공부할 예정입니다 취미로 해킹
행사 참여합니다. jQuery 강좌
"새로 시작합니다! javascript, bootstrap 공부할거예요"
회사를 다니는데 새로운 걸로 변경한다고 하네요! ㅠㅠ
"다가오는 학기부터 컴퓨터공학 연계전공을 하게되었습니다. 기초가 많이 부족하기에 차근차근 밑바닥부터 채워보려고 합니다. 
#관심강의: 홍정모의 따라하며 배우는 C언어"
"비전공자인데 프론트엔드 개발자로 취업하고 싶어요! 아직 초보지만 인프런 강의를 통해서 고수로 거듭나고 싶습니다!
# 남박사의 파이썬 실전활용"
이번 방학동안 부족했던 부분을 보완하여 꼭 원하는 기업에 취업하고 싶습니다
"백엔드 개발자인데 프론트엔드에도 관심이 많아요
#스프링부트 #vue.js #jpa"
"TDD 개발 방법론을 활용한 React Native 앱 개발
초급 개발자 입니다. 좀더 나은 개발을 하고 싶어요. ㅠ"
"PWA 시작하기 - 웹 기술로 앱을 만들자
취준중인데 올 상반기에 꼭 취업하고싶습니다!!!! 나아가서 취업여부와 상관없이 PWA에 관심이 있었는데 공부해볼 계획입니다 ㅎㅎ"
"프론트엔드 개발자를 해보고 싶어요
 Vue.js 시작하기 - Age of Vue.js"
"매니저님 야근 하시나...ㅠㅠ
전자정부프레임워크, jsp, mybatis로 개발중입니다..구닥다리를 벗어나
올해에는 스프링 부트, vue.js, jpa로 개발 하고 싶습니다...
#스프링부트 #vue.js #jpa"
이벤트가 얼마 남지 않았네요. 이렇게 많은 분들께서 이벤트에 참여해주셔서 감사합니다. 새해 복 많이 받으시고 기록하신 새해다짐. 꼭 이루어지시길 바랄게요. 감사합니다 ^^
"웹퍼블리셔에서 프론트엔드개발자로 전향하려고 합니다 자바스크립트 기본기부터 제대로 공부하고 싶습니다

#관심강의 Javascript ES6+ 제대로 알아보기 - 초급"
"올해 마야배운지 1년이 다되갑니다. 우연히 친구의 소개로 인프런  강의들을 보게되었는데 저렴한 가격에 좋은 강의들이 많이 있어서 놀랐어요. 이번년도에는 꼭 마야로 포트폴리오만드는게 목적이에요 
#관심강의:Substance Painter(서브스탠스 페인터) 기초다지기"
"프론트엔드 개발자가 되고 싶어서 준비중이에요.
#관심강의:vue.js"
"인공지능, 머신러닝 학습과 실무 활용이 목표입니다.
#관심강의: 파이썬 머신러닝 완벽 가이드 등"
이번 방학동안 부족했던 부분을 보완하고자 합니다.
이번 방학동안 부족했던 부분을 보완하고자 합니다.
"IT개발자입니다. 개발을 오래 안하고 관리만 했더니 다시 개발이 너무 하고싶습니다. 올해는 인프런을 통해서 개발쪽 스킬셋을 업그레이드 하고 싶습니다!
#관심강의: 공공데이터로 파이썬 데이터 분석 시작하기"
"다음달 국비 교육과정 수료인데 꼭 좋은회사 취직하고싶어요 ㅠ
스프링강의 열심히 들으면서 코딩테스트 준비할거에요!
#관심강의: 스프링 데이터 JPA"
"사이버수사대(디지털포렌식)를 지원하고 싶은 현직 경찰관입니다. 현재는 아는 것도, 할 줄 아는 것도 모르지만  관심이 생겼고 올해 꼭 디지털포렌식자격증 2급을 취득하여 내년에 지원할 수 있도록 노력할 것입니다.
아자아자 화이팅!!!
#관심강의: 디지털포렌식 자격증 2급 대비강좌"
"퇴사한지 2년 (헉 벌써…) 되가는 백수 개발자입니다. 현재 리액트, 노드, 파이어베이스로 프로젝트를 진행 중이며, 이번 년도내에 2개의 사이드 프로젝트를 더 시도해서 꼭 완성시키고 싶네요. 그리고 아직 주제는 못 정했지만 첫 무료 강의를 만들어보는게 목표입니다.
#관심강의:파이썬 데이터시각화 분석 실전 프로젝트"
"취업 성공~~!!!
#관심강의: 스프링, 자바, Swift"
"올해는 파이썬, 데이터 분석, 머신러닝을 배워
업무에 조금이라도 활용하고 싶습니다
# 관심강의 : 파이썬, 데이터 분석, 머신러닝"
"오늘코드 사랑해요 ~ 
데이터 분석 기초를 둔둔하게~ 
#관심강의 : Oracle SQL, 데이터 분석, 파이썬"
